fid	GUSH_NUM	PARCEL	LEGAL_AREA	Is_Anliti	Owners	Notes	Bait_Meshutaf	Hachirot	Nesah_Date	prc_clc_area	coefficient	prc_legal_calc_diff	max_aloud_diff	check_diff	fix_s1a	zones	fix_s1b	sum_s1b	diff_s1a_sums1b	CELLNO	CODE	Yeud_Txt	zones_2	fix_s3
63	3715	66	42789	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלקה מחלקה - סעיף 19"			20/03/2022 00:00:00	42638.3103	1.003534139	150.689704	251.0620174	ok	16382	zone0	743	16382	0	1046	830	דרך מוצעת או הרחבה	zone0	743
63	3715	66	42789	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלקה מחלקה - סעיף 19"			20/03/2022 00:00:00	42638.3103	1.003534139	150.689704	251.0620174	ok	16382	zone1	15639	16382	0	408	400	שטח לבניני ציבור	zone1	2908
63	3715	66	42789	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלקה מחלקה - סעיף 19"			20/03/2022 00:00:00	42638.3103	1.003534139	150.689704	251.0620174	ok	16382	zone1	15639	16382	0	616	670	שטח ציבורי פתוח	zone1	1374
63	3715	66	42789	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלקה מחלקה - סעיף 19"			20/03/2022 00:00:00	42638.3103	1.003534139	150.689704	251.0620174	ok	16382	zone1	15639	16382	0	126	140	מגורים ד	zone1	1479
63	3715	66	42789	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלקה מחלקה - סעיף 19"			20/03/2022 00:00:00	42638.3103	1.003534139	150.689704	251.0620174	ok	16382	zone1	15639	16382	0	615	670	שטח ציבורי פתוח	zone1	2575
63	3715	66	42789	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלקה מחלקה - סעיף 19"			20/03/2022 00:00:00	42638.3103	1.003534139	150.689704	251.0620174	ok	16382	zone1	15639	16382	0	125	100	מגורים ג	zone1	1120
63	3715	66	42789	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלקה מחלקה - סעיף 19"			20/03/2022 00:00:00	42638.3103	1.003534139	150.689704	251.0620174	ok	16382	zone1	15639	16382	0	124	100	מגורים ג	zone1	1710
63	3715	66	42789	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלקה מחלקה - סעיף 19"			20/03/2022 00:00:00	42638.3103	1.003534139	150.689704	251.0620174	ok	16382	zone1	15639	16382	0	1038	830	דרך מוצעת או הרחבה	zone1	1662
63	3715	66	42789	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלקה מחלקה - סעיף 19"			20/03/2022 00:00:00	42638.3103	1.003534139	150.689704	251.0620174	ok	16382	zone1	15639	16382	0	123	60	מגורים ב	zone1	873
63	3715	66	42789	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלקה מחלקה - סעיף 19"			20/03/2022 00:00:00	42638.3103	1.003534139	150.689704	251.0620174	ok	16382	zone1	15639	16382	0	1033	830	דרך מוצעת או הרחבה	zone1	233
63	3715	66	42789	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלקה מחלקה - סעיף 19"			20/03/2022 00:00:00	42638.3103	1.003534139	150.689704	251.0620174	ok	16382	zone1	15639	16382	0	605	670	שטח ציבורי פתוח	zone1	1704
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone0	349	41883	1	1047	830	דרך מוצעת או הרחבה	zone0	349
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	125	100	מגורים ג	zone1	278
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	124	100	מגורים ג	zone1	349
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	1034	830	דרך מוצעת או הרחבה	zone1	1035
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	123	60	מגורים ב	zone1	663
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	1033	830	דרך מוצעת או הרחבה	zone1	2727
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	605	670	שטח ציבורי פתוח	zone1	505
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	122	100	מגורים ג	zone1	1403
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	121	100	מגורים ג	zone1	2360
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	1037	830	דרך מוצעת או הרחבה	zone1	1220
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	404	400	שטח לבניני ציבור	zone1	2202
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	1035	830	דרך מוצעת או הרחבה	zone1	853
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	300	150	דיור מיוחד/מוגן	zone1	5555
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	103	140	מגורים ד	zone1	2430
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	102	140	מגורים ד	zone1	2500
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	1028	830	דרך מוצעת או הרחבה	zone1	237
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	1010	830	דרך מוצעת או הרחבה	zone1	0
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	1018	830	דרך מוצעת או הרחבה	zone1	3503
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	403	400	שטח לבניני ציבור	zone1	4423
69	3715	64	44005	1	פרטית	"הערה על יעוד מקרקעין תקנה 27, הערה על הפקעת חלק מחלקה סעיף 19"		חכירה	20/03/2022 00:00:00	43992.86293	1.000275887	12.1370708	255.8289501	ok	41884	zone1	41534	41883	1	604	670	שטח ציבורי פתוח	zone1	9291
64	3716	66	11596	1	פרטית				20/03/2022 00:00:00	11688.3169	0.99210178	-92.31689545	109.33978	ok	11596	zone0	1735	11596	0	2001	280	מתקנים הנדסיים	zone1	0
64	3716	66	11596	1	פרטית				20/03/2022 00:00:00	11688.3169	0.99210178	-92.31689545	109.33978	ok	11596	zone0	1735	11596	0	950	999	שטח שהתוכנית אינה חלה עליו	zone0	1735
64	3716	66	11596	1	פרטית				20/03/2022 00:00:00	11688.3169	0.99210178	-92.31689545	109.33978	ok	11596	zone1	9861	11596	0	1009	830	דרך מוצעת או הרחבה	zone1	4
64	3716	66	11596	1	פרטית				20/03/2022 00:00:00	11688.3169	0.99210178	-92.31689545	109.33978	ok	11596	zone1	9861	11596	0	622	670	שטח ציבורי פתוח	zone1	94
64	3716	66	11596	1	פרטית				20/03/2022 00:00:00	11688.3169	0.99210178	-92.31689545	109.33978	ok	11596	zone1	9861	11596	0	500	220	משרדים ובנקים	zone1	5
64	3716	66	11596	1	פרטית				20/03/2022 00:00:00	11688.3169	0.99210178	-92.31689545	109.33978	ok	11596	zone1	9861	11596	0	1011	830	דרך מוצעת או הרחבה	zone1	957
64	3716	66	11596	1	פרטית				20/03/2022 00:00:00	11688.3169	0.99210178	-92.31689545	109.33978	ok	11596	zone1	9861	11596	0	623	670	שטח ציבורי פתוח	zone1	8422
64	3716	66	11596	1	פרטית				20/03/2022 00:00:00	11688.3169	0.99210178	-92.31689545	109.33978	ok	11596	zone1	9861	11596	0	2001	280	מתקנים הנדסיים	zone1	379
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	500	220	משרדים ובנקים	zone1	34
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	611	670	שטח ציבורי פתוח	zone1	167
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	603	670	שטח ציבורי פתוח	zone1	3
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	407	400	שטח לבניני ציבור	zone1	42
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	200	1100	יעודים ותעסוקה	zone1	594
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	1022	830	דרך מוצעת או הרחבה	zone1	45
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	1005	830	דרך מוצעת או הרחבה	zone1	327
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	109	140	מגורים ד	zone1	231
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	1011	830	דרך מוצעת או הרחבה	zone1	481
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	111	140	מגורים ד	zone1	210
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	1003	830	דרך מוצעת או הרחבה	zone1	185
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	624	670	שטח ציבורי פתוח	zone1	491
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	108	140	מגורים ד	zone1	372
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	1027	830	דרך מוצעת או הרחבה	zone1	536
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	400	400	שטח לבניני ציבור	zone1	381
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	1026	830	דרך מוצעת או הרחבה	zone1	237
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	106	100	מגורים ג	zone1	196
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	404	400	שטח לבניני ציבור	zone1	29
62	3716	47	4902	1	מועצה מקומית מזכרת בתיה				20/03/2022 00:00:00	4916.161949	0.997119308	-14.16194942	65.81542741	ok	4902	zone1	4902	4902	0	1028	830	דרך מוצעת או הרחבה	zone1	341
65	3716	34	10387	1	פרטית				20/03/2022 00:00:00	10459.1213	0.993104459	-72.1212978	102.3073061	ok	10387	zone0	3268	10387	0	400	400	שטח לבניני ציבור	zone1	0
65	3716	34	10387	1	פרטית				20/03/2022 00:00:00	10459.1213	0.993104459	-72.1212978	102.3073061	ok	10387	zone0	3268	10387	0	2001	280	מתקנים הנדסיים	zone1	0
65	3716	34	10387	1	פרטית				20/03/2022 00:00:00	10459.1213	0.993104459	-72.1212978	102.3073061	ok	10387	zone0	3268	10387	0	950	999	שטח שהתוכנית אינה חלה עליו	zone0	3268
65	3716	34	10387	1	פרטית				20/03/2022 00:00:00	10459.1213	0.993104459	-72.1212978	102.3073061	ok	10387	zone1	7119	10387	0	611	670	שטח ציבורי פתוח	zone1	3
65	3716	34	10387	1	פרטית				20/03/2022 00:00:00	10459.1213	0.993104459	-72.1212978	102.3073061	ok	10387	zone1	7119	10387	0	200	1100	יעודים ותעסוקה	zone1	498
65	3716	34	10387	1	פרטית				20/03/2022 00:00:00	10459.1213	0.993104459	-72.1212978	102.3073061	ok	10387	zone1	7119	10387	0	1011	830	דרך מוצעת או הרחבה	zone1	1968
65	3716	34	10387	1	פרטית				20/03/2022 00:00:00	10459.1213	0.993104459	-72.1212978	102.3073061	ok	10387	zone1	7119	10387	0	400	400	שטח לבניני ציבור	zone1	7
65	3716	34	10387	1	פרטית				20/03/2022 00:00:00	10459.1213	0.993104459	-72.1212978	102.3073061	ok	10387	zone1	7119	10387	0	2001	280	מתקנים הנדסיים	zone1	4643
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone0	11519	26826	0	950	999	שטח שהתוכנית אינה חלה עליו	zone0	11519
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	1005	830	דרך מוצעת או הרחבה	zone1	193
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	109	140	מגורים ד	zone1	28
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	1003	830	דרך מוצעת או הרחבה	zone1	758
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	624	670	שטח ציבורי פתוח	zone1	384
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	108	140	מגורים ד	zone1	1142
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	400	400	שטח לבניני ציבור	zone1	2229
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	107	140	מגורים ד	zone1	1742
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	602	670	שטח ציבורי פתוח	zone1	1036
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	110	140	מגורים ד	zone1	1773
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	127	140	מגורים ד	zone1	1921
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	158	140	מגורים ד	zone1	1898
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	601	670	שטח ציבורי פתוח	zone1	123
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	1004	830	דרך מוצעת או הרחבה	zone1	2079
68	3716	32	26826	1	פרטית				20/03/2022 00:00:00	26932.02074	0.996063395	-106.0207361	184.6811571	ok	26826	zone1	15307	26826	0	950	999	שטח שהתוכנית אינה חלה עליו	zone0	0
67	3716	33	6425	1	פרטית				20/03/2022 00:00:00	6458.590697	0.994799067	-33.59069717	76.97487817	ok	6425	zone0	4209	6425	0	400	400	שטח לבניני ציבור	zone1	0
67	3716	33	6425	1	פרטית				20/03/2022 00:00:00	6458.590697	0.994799067	-33.59069717	76.97487817	ok	6425	zone0	4209	6425	0	950	999	שטח שהתוכנית אינה חלה עליו	zone0	4209
67	3716	33	6425	1	פרטית				20/03/2022 00:00:00	6458.590697	0.994799067	-33.59069717	76.97487817	ok	6425	zone1	2216	6425	0	1011	830	דרך מוצעת או הרחבה	zone1	182
67	3716	33	6425	1	פרטית				20/03/2022 00:00:00	6458.590697	0.994799067	-33.59069717	76.97487817	ok	6425	zone1	2216	6425	0	400	400	שטח לבניני ציבור	zone1	2035
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone0	3327	22494	0	950	999	שטח שהתוכנית אינה חלה עליו	zone0	3327
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	624	670	שטח ציבורי פתוח	zone1	228
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	1027	830	דרך מוצעת או הרחבה	zone1	321
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	107	140	מגורים ד	zone1	375
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	1026	830	דרך מוצעת או הרחבה	zone1	974
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	106	100	מגורים ג	zone1	2171
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	401	400	שטח לבניני ציבור	zone1	2666
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	105	100	מגורים ג	zone1	2471
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	158	140	מגורים ד	zone1	10
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	601	670	שטח ציבורי פתוח	zone1	746
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	104	140	מגורים ד	zone1	1419
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	157	140	מגורים ד	zone1	1719
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	1004	830	דרך מוצעת או הרחבה	zone1	3063
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	156	140	מגורים ד	zone1	1795
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	155	140	מגורים ד	zone1	1176
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	1002	830	דרך מוצעת או הרחבה	zone1	32
72	3716	31	22494	1	פרטית				20/03/2022 00:00:00	22523.17557	0.998704642	-29.17556953	164.9719989	ok	22494	zone1	19167	22494	0	950	999	שטח שהתוכנית אינה חלה עליו	zone0	0
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone0	148	10000	0	950	999	שטח שהתוכנית אינה חלה עליו	zone0	148
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	1027	830	דרך מוצעת או הרחבה	zone1	10
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	404	400	שטח לבניני ציבור	zone1	0
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	401	400	שטח לבניני ציבור	zone1	1228
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	103	140	מגורים ד	zone1	31
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	104	140	מגורים ד	zone1	782
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	1028	830	דרך מוצעת או הרחבה	zone1	3959
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	1004	830	דרך מוצעת או הרחבה	zone1	3
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	1010	830	דרך מוצעת או הרחבה	zone1	5
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	155	140	מגורים ד	zone1	387
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	101	100	מגורים ג	zone1	76
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	600	670	שטח ציבורי פתוח	zone1	1580
75	3716	30	10000	1	פרטית				20/03/2022 00:00:00	10061.18458	0.99391875	-61.18457767	100	ok	10000	zone1	9852	10000	0	1002	830	דרך מוצעת או הרחבה	zone1	1790
101	5424	8	325078	1	קרן קיימת לישראל				20/03/2022 00:00:00	325182.9402	0.999677289	-104.9402264	1106.280895	ok	308850	zone0	303900	308850	0	403	400	שטח לבניני ציבור	zone1	0
101	5424	8	325078	1	קרן קיימת לישראל				20/03/2022 00:00:00	325182.9402	0.999677289	-104.9402264	1106.280895	ok	308850	zone0	303900	308850	0	1001	830	דרך מוצעת או הרחבה	zone0	3715
101	5424	8	325078	1	קרן קיימת לישראל				20/03/2022 00:00:00	325182.9402	0.999677289	-104.9402264	1106.280895	ok	308850	zone0	303900	308850	0	950	999	שטח שהתוכנית אינה חלה עליו	zone0	200825
101	5424	8	325078	1	קרן קיימת לישראל				20/03/2022 00:00:00	325182.9402	0.999677289	-104.9402264	1106.280895	ok	308850	zone0	303900	308850	0	998	996	מגבלות בניה ופיתוח	zone0	29474
101	5424	8	325078	1	קרן קיימת לישראל				20/03/2022 00:00:00	325182.9402	0.999677289	-104.9402264	1106.280895	ok	308850	zone0	303900	308850	0	3000	660	קרקע חקלאית	zone0	51470
101	5424	8	325078	1	קרן קיימת לישראל				20/03/2022 00:00:00	325182.9402	0.999677289	-104.9402264	1106.280895	ok	308850	zone0	303900	308850	0	997	996	מגבלות בניה ופיתוח	zone0	13835
101	5424	8	325078	1	קרן קיימת לישראל				20/03/2022 00:00:00	325182.9402	0.999677289	-104.9402264	1106.280895	ok	308850	zone0	303900	308850	0	996	996	מגבלות בניה ופיתוח	zone0	0
101	5424	8	325078	1	קרן קיימת לישראל				20/03/2022 00:00:00	325182.9402	0.999677289	-104.9402264	1106.280895	ok	308850	zone0	303900	308850	0	1048	830	דרך מוצעת או הרחבה	zone0	0
101	5424	8	325078	1	קרן קיימת לישראל				20/03/2022 00:00:00	325182.9402	0.999677289	-104.9402264	1106.280895	ok	308850	zone0	303900	308850	0	3001	660	קרקע חקלאית	zone0	4581
101	5424	8	325078	1	קרן קיימת לישראל				20/03/2022 00:00:00	325182.9402	0.999677289	-104.9402264	1106.280895	ok	308850	zone1	4950	308850	0	600	670	שטח ציבורי פתוח	zone1	0
